tile_nsky,tile_nsky_goodfiber,tile_nsky_badfiber,tile_nlowp,tile_nverylowp,expid,tile_program,tile_ra,tile_dec,tile_days,tile_nsecondary,tile_nsecondary_lowpinit,tile_nsecondary_verylowpinit
800,800,0,848,41,71093,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71094,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71095,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71096,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71097,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71099,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71100,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,1079,28,71101,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,1079,28,71102,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,1079,28,71103,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,908,79,71104,undefined,114.0,32.375,-434.0,0,0,0
800,800,0,908,79,71105,undefined,114.0,32.375,-434.0,0,0,0
800,800,0,908,79,71106,undefined,114.0,32.375,-434.0,0,0,0
800,800,0,400,23,71107,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,23,71108,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,23,71109,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,16,71110,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71111,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71112,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,1291,147,71113,undefined,116.0,15.5,-434.0,0,0,0
800,800,0,1291,147,71114,undefined,116.0,15.5,-434.0,0,0,0
800,800,0,1291,147,71115,undefined,116.0,15.5,-434.0,0,0,0
800,800,0,854,8,71116,undefined,120.0,40.0,-434.0,0,0,0
800,800,0,854,8,71117,undefined,120.0,40.0,-434.0,0,0,0
800,800,0,854,8,71118,undefined,120.0,40.0,-434.0,0,0,0
800,800,0,174,4,71119,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,174,4,71120,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,235,28,71121,undefined,115.0,32.375,-434.0,0,0,0
800,800,0,235,28,71122,undefined,115.0,32.375,-434.0,0,0,0
800,800,0,235,28,71123,undefined,115.0,32.375,-434.0,0,0,0
921,921,0,762,4,71124,undefined,156.064,43.3178,-434.0,0,0,0
921,921,0,762,4,71125,undefined,156.064,43.3178,-434.0,0,0,0
1003,1003,0,815,3,71126,undefined,168.382,50.4622,-434.0,0,0,0
857,857,0,1131,23,71129,undefined,176.0,-0.5,-434.0,0,0,0
800,800,0,905,51,71131,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71132,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71133,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71134,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71135,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71136,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71137,undefined,66.68,-5.24,-434.0,0,0,0
842,842,0,812,14,71226,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71237,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71238,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71239,undefined,4.0,10.0,-434.0,0,0,0
899,899,0,888,26,71240,undefined,31.5,-5.5,-434.0,0,0,0
899,899,0,888,26,71241,undefined,31.5,-5.5,-434.0,0,0,0
899,899,0,888,26,71242,undefined,31.5,-5.5,-434.0,0,0,0
933,933,0,864,23,71243,undefined,32.0,-7.0,-434.0,0,0,0
933,933,0,864,23,71244,undefined,32.0,-7.0,-434.0,0,0,0
933,933,0,864,23,71245,undefined,32.0,-7.0,-434.0,0,0,0
800,800,0,129,4,71246,undefined,38.0,0.5,-434.0,0,0,0
800,800,0,129,4,71247,undefined,38.0,0.5,-434.0,0,0,0
800,800,0,129,4,71248,undefined,38.0,0.5,-434.0,0,0,0
800,800,0,148,4,71249,undefined,38.0,-2.8,-434.0,0,0,0
800,800,0,1056,51,71250,undefined,38.0,27.0,-434.0,0,0,0
800,800,0,1056,51,71251,undefined,38.0,27.0,-434.0,0,0,0
800,800,0,1056,51,71252,undefined,38.0,27.0,-434.0,0,0,0
800,800,0,1056,51,71253,undefined,38.0,27.0,-434.0,0,0,0
800,800,0,1056,51,71254,undefined,38.0,27.0,-434.0,0,0,0
800,800,0,1114,96,71255,undefined,85.5,-20.0,-434.0,0,0,0
800,800,0,1114,96,71256,undefined,85.5,-20.0,-434.0,0,0,0
800,800,0,1114,96,71257,undefined,85.5,-20.0,-434.0,0,0,0
800,800,0,1114,96,71258,undefined,85.5,-20.0,-434.0,0,0,0
800,800,0,1114,96,71259,undefined,85.5,-20.0,-434.0,0,0,0
800,800,0,848,41,71260,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71261,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71262,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71263,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,848,41,71264,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,1079,28,71265,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,1079,28,71268,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,1079,28,71269,undefined,102.0,36.5,-434.0,0,0,0
800,800,0,911,28,71272,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,911,28,71273,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,349,40,71274,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,349,40,71275,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,349,40,71276,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,360,24,71277,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71278,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71279,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,922,6,71280,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,922,6,71281,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,922,6,71282,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,922,6,71283,undefined,135.0,83.0,-434.0,0,0,0
996,996,0,818,4,71284,undefined,152.54,40.3004,-434.0,0,0,0
996,996,0,818,4,71285,undefined,152.54,40.3004,-434.0,0,0,0
996,996,0,818,4,71286,undefined,152.54,40.3004,-434.0,0,0,0
996,996,0,818,4,71287,undefined,152.54,40.3004,-434.0,0,0,0
800,800,0,905,51,71291,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71295,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71297,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,905,51,71298,undefined,66.68,-5.24,-434.0,0,0,0
800,800,0,123,2,71434,undefined,36.448,-4.601,-434.0,0,0,0
800,800,0,125,3,71447,undefined,111.0,44.8,-434.0,0,0,0
800,800,0,400,23,71451,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,23,71462,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,23,71463,undefined,85.5,-20.2,-434.0,0,0,0
800,800,0,400,16,71464,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71465,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71466,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,349,40,71467,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,349,40,71468,undefined,98.5,44.5,-434.0,0,0,0
800,800,0,360,24,71469,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71470,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,235,28,71471,undefined,115.0,32.375,-434.0,0,0,0
800,800,0,235,28,71472,undefined,115.0,32.375,-434.0,0,0,0
800,800,0,174,4,71473,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,174,4,71474,undefined,125.0,32.375,-434.0,0,0,0
800,800,0,142,6,71475,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,142,6,71476,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,142,6,71477,undefined,135.0,83.0,-434.0,0,0,0
800,800,0,112,5,71478,undefined,162.0,83.0,-434.0,0,0,0
800,800,0,112,5,71479,undefined,162.0,83.0,-434.0,0,0,0
800,800,0,112,5,71480,undefined,162.0,83.0,-434.0,0,0,0
800,800,0,122,1,71481,undefined,155.0,32.375,-434.0,0,0,0
800,800,0,122,1,71482,undefined,155.0,32.375,-434.0,0,0,0
800,800,0,174,0,71483,undefined,192.9,27.1,-434.0,0,0,0
800,800,0,174,0,71484,undefined,192.9,27.1,-434.0,0,0,0
857,857,0,1131,23,71485,undefined,176.0,-0.5,-434.0,0,0,0
857,857,0,1131,23,71486,undefined,176.0,-0.5,-434.0,0,0,0
817,817,0,1140,37,71566,undefined,24.1,21.9,-434.0,0,0,0
817,817,0,1140,37,71586,undefined,24.1,21.9,-434.0,0,0,0
817,817,0,1140,37,71587,undefined,24.1,21.9,-434.0,0,0,0
842,842,0,812,14,71588,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71589,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71590,undefined,4.0,10.0,-434.0,0,0,0
842,842,0,812,14,71591,undefined,4.0,10.0,-434.0,0,0,0
899,899,0,888,26,71592,undefined,31.5,-5.5,-434.0,0,0,0
899,899,0,888,26,71593,undefined,31.5,-5.5,-434.0,0,0,0
800,800,0,123,2,71594,undefined,36.448,-4.601,-434.0,0,0,0
800,800,0,123,2,71595,undefined,36.448,-4.601,-434.0,0,0,0
800,800,0,148,4,71596,undefined,38.0,-2.8,-434.0,0,0,0
800,800,0,148,4,71597,undefined,38.0,-2.8,-434.0,0,0,0
800,800,0,129,4,71598,undefined,38.0,0.5,-434.0,0,0,0
800,800,0,129,4,71599,undefined,38.0,0.5,-434.0,0,0,0
800,800,0,400,16,71600,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71601,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71602,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,400,16,71603,undefined,87.0,-23.2,-434.0,0,0,0
800,800,0,360,24,71604,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71605,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71606,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,360,24,71607,undefined,97.5,47.7,-434.0,0,0,0
800,800,0,235,28,71608,undefined,115.0,32.375,-434.0,0,0,0
800,800,0,235,28,71609,undefined,115.0,32.375,-434.0,0,0,0
