tile_nsky,tile_nsky_goodfiber,tile_nsky_badfiber,tile_nlowp,tile_nverylowp,expid,tile_program,tile_ra,tile_dec,tile_days,tile_nsecondary,tile_nsecondary_lowpinit,tile_nsecondary_verylowpinit
649,52,597,273,244,217646,dark,186.159,20.088,967.5002430555555,419,84,83
649,52,597,273,244,217647,dark,186.159,20.088,967.5002430555555,419,84,83
641,46,595,159,141,217648,dark,192.949,24.575,967.5251388888889,598,38,27
641,46,595,159,141,217649,dark,192.949,24.575,967.5251388888889,598,38,27
910,293,617,421,421,217650,bright,200.177,28.006,967.5489930555556,407,155,155
827,240,587,341,341,217651,bright,198.189,30.86,967.5545023148148,420,140,140
843,225,618,502,502,217652,bright,202.176,30.854,967.5610069444444,402,149,149
1666,883,783,3302,3302,217750,backup,16.337,3.55,968.0604050925926,0,0,0
819,215,604,681,681,217751,bright,15.106,11.627,968.0684490740741,321,151,151
804,187,617,200,200,217752,bright,13.739,14.688,968.0747685185186,341,74,74
689,66,623,758,624,217753,dark,13.711,17.576,968.083113425926,476,202,199
746,157,589,798,796,217754,bright,17.165,14.303,968.0912731481482,462,197,197
1415,636,779,3543,3543,217755,backup,49.838,5.986,862.4339004629629,0,0,0
1709,930,779,3255,3255,217756,backup,45.029,-23.683,952.1556828703704,0,0,0
1656,871,785,3318,3318,217757,backup,48.671,-23.589,952.1640277777777,0,0,0
1433,656,777,3527,3527,217758,backup,55.937,-23.232,900.3510069444444,0,0,0
1176,442,734,3800,3800,217759,backup,59.216,3.204,486.4758912037037,0,0,0
1346,563,783,3625,3625,217760,backup,59.412,-3.141,893.3801851851852,0,0,0
857,115,742,4111,4111,217761,backup,65.062,15.892,549.3042708333334,0,0,0
792,19,773,4171,4171,217762,backup,73.609,7.279,960.2056134259259,0,0,0
865,79,786,4023,4023,217763,backup,68.169,3.391,968.175162037037,0,0,0
848,65,783,4115,4115,217764,backup,71.841,0.962,968.1834953703703,0,0,0
800,21,779,4159,4159,217765,backup,75.476,-1.338,968.1917824074075,0,0,0
798,47,751,4161,4161,217766,backup,81.204,-17.84,871.4582638888888,0,0,0
708,25,683,4257,4257,217767,backup,85.049,-13.418,207.3059027777778,0,0,0
779,23,756,4188,4188,217768,backup,88.246,-12.224,871.4769791666666,0,0,0
831,298,533,1376,1374,217769,bright,48.794,-13.706,967.228136574074,473,299,299
683,16,667,4260,4260,217770,backup,90.31,1.683,261.1744791666667,0,0,0
785,242,543,593,591,217771,bright,44.843,-14.083,935.2981018518518,361,135,133
608,59,549,1086,860,217772,dark,121.292,20.477,968.2448032407408,660,338,331
592,47,545,862,678,217773,dark,122.705,23.548,968.2618402777778,502,241,233
632,56,576,1260,1007,217774,dark,127.353,25.109,968.2740162037037,654,340,326
660,63,597,1159,938,217775,dark,130.988,16.587,968.2876504629629,542,290,282
659,53,606,790,634,217776,dark,134.665,19.33,968.302650462963,498,231,216
659,53,606,790,634,217777,dark,134.665,19.33,968.302650462963,498,231,216
674,51,623,1191,971,217778,dark,145.33,13.577,968.3284375,605,330,320
674,51,623,1191,971,217779,dark,145.33,13.577,968.3284375,605,330,320
662,46,616,230,196,217780,dark,153.673,20.125,968.3626157407407,553,56,55
662,46,616,230,196,217781,dark,153.673,20.125,968.3626157407407,553,56,55
768,169,599,702,702,217782,bright,144.893,15.989,968.3853009259259,406,205,205
768,169,599,702,702,217783,bright,144.893,15.989,968.3853009259259,406,205,205
879,251,628,973,972,217784,bright,151.939,23.566,968.404375,438,259,259
881,284,597,873,872,217785,bright,157.002,24.737,968.4158101851851,456,235,235
1381,598,783,3592,3592,217786,backup,148.575,10.299,920.5433796296296,0,0,0
1547,762,785,3425,3425,217787,backup,158.622,8.839,968.4407638888889,0,0,0
1582,798,784,3390,3390,217788,backup,161.964,8.37,968.4493171296297,0,0,0
1906,1118,788,3072,3072,217789,backup,166.874,30.797,942.5184143518519,0,0,0
758,5,753,4185,4185,217971,backup,102.133,18.892,942.3229398148148,0,0,0
772,1,771,4189,4189,217972,backup,109.141,20.859,942.3405787037037,0,0,0
776,7,769,4183,4183,217973,backup,112.975,21.82,942.3573842592592,0,0,0
828,55,773,4135,4135,217974,backup,120.386,22.894,942.3823611111111,0,0,0
816,36,780,4154,4154,217975,backup,124.382,8.322,915.4689814814815,0,0,0
898,125,773,4065,4065,217976,backup,124.063,23.231,942.3905208333333,0,0,0
1004,221,783,3969,3969,217977,backup,127.686,23.442,942.3999074074075,0,0,0
1051,273,778,3917,3917,217978,backup,131.328,23.588,942.4088310185185,0,0,0
1288,507,781,3683,3683,217979,backup,136.847,26.555,942.4254513888889,0,0,0
1274,494,780,3694,3694,217980,backup,134.996,35.266,942.4502430555556,0,0,0
1311,531,780,3658,3658,217981,backup,136.975,32.349,942.4418981481482,0,0,0
1454,672,782,3518,3518,217982,backup,144.282,26.135,942.4585300925926,0,0,0
1064,278,786,3910,3910,217983,backup,136.544,8.905,969.3796759259259,0,0,0
1381,598,783,3592,3592,217984,backup,148.575,10.299,920.5433796296296,0,0,0
892,113,779,4075,4075,217985,backup,138.393,-2.958,969.3933912037037,0,0,0
818,190,628,372,372,217986,bright,147.624,19.594,969.4020138888889,392,153,153
881,284,597,873,872,217987,bright,157.002,24.737,968.4158101851851,456,235,235
914,263,651,485,485,217988,bright,161.861,20.812,969.4332986111111,470,188,188
877,258,619,947,947,217989,bright,168.624,20.835,969.4484490740741,504,305,305
826,215,611,456,456,217990,bright,172.456,18.907,969.4666898148148,483,164,164
826,215,611,456,456,217991,bright,172.456,18.907,969.4666898148148,483,164,164
830,234,596,548,545,217992,bright,184.808,15.239,969.4969907407408,469,204,201
872,257,615,1179,1176,217993,bright,197.353,16.707,959.5537847222222,662,408,407
1975,1215,760,2998,2998,217994,backup,183.73,30.729,721.1815972222222,0,0,0
1902,1113,789,3075,3075,217995,backup,190.18,24.899,969.5347453703704,0,0,0
1498,716,782,3472,3472,217996,backup,195.05,6.643,969.5432407407408,0,0,0
812,222,590,497,497,217999,bright,209.459,19.91,969.5540625,446,190,190
1400,613,787,3574,3574,218000,backup,201.702,5.728,969.558449074074,0,0,0
929,290,639,894,894,218097,bright,11.715,11.977,970.0689930555556,361,231,231
803,210,593,843,843,218098,bright,18.486,11.225,970.0853356481482,390,189,189
746,157,589,798,796,218099,bright,17.165,14.303,968.0912731481482,462,197,197
661,71,590,1171,944,218100,dark,21.289,15.614,970.1001041666667,666,344,328
661,71,590,1171,944,218101,dark,21.289,15.614,970.1001041666667,666,344,328
687,65,622,893,741,218102,dark,27.514,15.71,970.1283796296296,541,259,255
687,65,622,893,741,218103,dark,27.514,15.71,970.1283796296296,541,259,255
679,91,588,1114,933,218104,dark,33.862,16.619,970.1563194444444,620,319,314
594,64,530,810,660,218106,dark,44.324,-11.918,970.178449074074,630,221,213
594,64,530,810,660,218107,dark,44.324,-11.918,970.178449074074,630,221,213
607,76,531,673,544,218108,dark,110.686,43.165,970.2098958333333,524,222,216
619,61,558,1205,979,218109,dark,115.435,41.149,970.224988425926,526,280,271
638,58,580,1036,837,218110,dark,122.157,37.938,970.2375925925926,515,276,272
630,39,591,885,689,218111,dark,124.216,33.964,970.2485763888889,537,243,236
637,57,580,785,628,218112,dark,129.203,28.007,970.2607638888888,491,241,231
621,42,579,537,445,218113,dark,132.577,25.307,970.2726504629629,462,149,146
625,65,560,244,214,218114,dark,135.433,27.44,970.2860879629629,459,61,60
650,51,599,209,187,218115,dark,137.357,24.585,970.2988541666666,541,53,52
698,60,638,349,297,218116,dark,141.131,21.175,970.3120833333334,382,109,108
660,62,598,323,271,218117,dark,144.56,18.364,970.3248958333334,434,86,85
671,49,622,975,782,218118,dark,147.51,16.17,970.3364583333333,527,258,252
662,46,616,230,196,218119,dark,153.673,20.125,968.3626157407407,553,56,55
657,55,602,209,185,218120,dark,150.16,20.664,970.3559027777778,412,41,40
652,51,601,477,391,218121,dark,154.969,16.978,970.3673148148148,427,148,144
647,43,604,749,616,218122,dark,157.032,13.402,970.3806597222223,465,210,203
655,43,612,416,339,218123,dark,158.978,16.16,970.3921759259259,389,106,100
625,28,597,458,383,218124,dark,162.354,15.396,970.4034606481481,410,135,128
679,60,619,464,386,218125,dark,165.72,14.644,970.4140162037037,385,126,117
624,39,585,1043,823,218126,dark,166.036,11.028,970.4250925925926,602,322,298
637,26,611,278,242,218127,dark,171.809,15.687,970.4373379629629,401,87,84
656,42,614,469,381,218128,dark,175.72,13.79,970.4489236111111,440,137,131
600,37,563,537,423,218129,dark,185.809,9.186,951.5394328703703,500,155,143
634,36,598,561,442,218130,dark,181.651,-7.063,970.4744675925926,464,170,165
626,42,584,379,305,218131,dark,182.632,12.656,970.4765625,391,125,113
641,50,591,190,154,218132,dark,187.942,11.845,970.4929166666667,499,54,31
654,40,614,451,347,218133,dark,192.223,10.09,970.5070254629629,361,112,103
610,32,578,527,401,218134,dark,190.739,-5.647,970.5209143518518,429,169,144
770,276,494,1131,1129,218337,bright,26.759,-6.64,967.1242245370371,515,273,273
570,75,495,760,630,218338,dark,29.983,-14.363,971.128125,623,239,232
551,63,488,955,770,218339,dark,35.756,-14.55,971.1489930555556,686,285,277
551,63,488,955,770,218340,dark,35.756,-14.55,971.1489930555556,686,285,277
572,66,506,385,323,218341,dark,39.807,-15.123,971.1732060185185,562,113,106
572,66,506,385,323,218342,dark,39.807,-15.123,971.1732060185185,562,113,106
577,55,522,1019,823,218343,dark,55.301,-14.592,971.2011574074074,655,322,314
635,83,552,687,561,218344,dark,116.239,45.687,971.2189930555555,496,214,210
677,81,596,843,683,218345,dark,120.955,46.335,971.2338194444444,543,250,239
696,96,600,978,801,218346,dark,123.975,43.768,971.2464351851852,518,268,260
673,60,613,614,511,218347,dark,126.68,41.086,971.2586226851852,447,189,180
607,41,566,277,242,218348,dark,128.901,35.773,971.2698148148148,403,62,60
607,41,566,277,242,218349,dark,128.901,35.773,971.2698148148148,403,62,60
616,41,575,174,152,218350,dark,138.814,29.405,971.3014351851851,484,29,28
662,66,596,596,486,218351,dark,138.197,19.187,971.3142476851851,437,172,167
657,58,599,230,212,218352,dark,144.416,22.7,971.328136574074,501,58,58
659,71,588,179,168,218353,dark,147.302,24.723,971.3419560185185,529,40,40
686,57,629,299,247,218354,dark,150.928,24.23,971.3559953703704,487,62,59
643,38,605,256,228,218355,dark,154.521,23.631,971.3685416666667,438,66,63
667,50,617,255,225,218356,dark,158.506,20.171,971.3813425925925,406,75,73
640,49,591,178,165,218357,dark,161.603,22.212,971.3950694444444,480,48,48
641,45,596,170,159,218358,dark,166.268,18.338,971.4089236111112,488,38,36
624,32,592,531,429,218359,dark,168.28,-7.084,971.4228587962963,428,139,133
632,34,598,560,460,218360,dark,173.574,-7.539,971.4423148148148,410,144,139
635,36,599,561,442,218361,dark,181.651,-7.063,971.4639351851852,464,170,165
635,36,599,561,442,218362,dark,181.651,-7.063,971.4639351851852,464,170,165
665,103,562,201,173,218363,dark,188.561,-8.189,971.4895601851852,512,47,40
665,103,562,201,173,218364,dark,188.561,-8.189,971.4895601851852,512,47,40
621,47,574,541,437,218365,dark,194.106,-6.2,971.5137152777778,434,171,163
618,29,589,426,354,218366,dark,197.424,-6.729,971.5338541666666,387,141,132
872,257,615,1179,1176,218367,bright,197.353,16.707,959.5537847222222,662,408,407
843,225,618,502,502,218368,bright,202.176,30.854,967.5610069444444,402,149,149
824,225,599,148,148,218369,bright,209.204,24.693,971.5613425925926,440,91,91
894,267,627,348,348,218466,bright,13.79,-13.654,972.0647453703704,437,137,137
894,267,627,348,348,218467,bright,13.79,-13.654,972.0647453703704,437,137,137
632,68,564,384,384,218468,bright,13.956,29.779,962.0871875,340,159,159
629,65,564,587,464,218469,dark,17.737,29.217,972.0953472222222,470,167,164
629,65,564,587,464,218470,dark,17.737,29.217,972.0953472222222,470,167,164
637,66,571,804,631,218471,dark,25.577,29.281,972.1196875,503,204,198
651,64,587,953,778,218472,dark,30.781,30.313,972.1342245370371,535,265,251
704,110,594,1108,883,218473,dark,22.151,25.459,972.1479282407407,595,286,282
704,110,594,1108,883,218474,dark,22.151,25.459,972.1479282407407,595,286,282
680,73,607,1185,964,218475,dark,35.571,26.351,972.1731597222222,695,393,389
604,88,516,805,638,218476,dark,107.164,46.639,972.1918634259259,515,215,208
661,93,568,620,484,218477,dark,112.484,47.852,972.2137847222223,537,163,158
661,93,568,620,484,218478,dark,112.484,47.852,972.2137847222223,537,163,158
685,78,607,238,214,218479,dark,122.615,49.481,972.2381134259259,457,79,75
680,66,614,217,200,218480,dark,128.576,44.191,972.2554282407407,551,57,53
680,66,614,217,200,218481,dark,128.576,44.191,972.2554282407407,551,57,53
658,46,612,211,194,218482,dark,134.942,39.008,972.2798958333333,487,54,51
665,62,603,172,164,218483,dark,139.862,35.705,972.2974074074074,530,41,39
805,206,599,619,619,218913,bright,14.317,13.657,974.0667013888889,360,156,156
802,184,618,534,534,218914,bright,13.711,17.576,974.0684375,348,151,151
669,92,577,1197,977,218915,dark,20.634,16.656,974.0828935185185,659,344,336
669,92,577,1197,977,218916,dark,20.634,16.656,974.0828935185185,659,344,336
662,74,588,1265,1001,218917,dark,24.077,16.174,974.1098263888889,642,327,313
662,74,588,1265,1001,218918,dark,24.077,16.174,974.1098263888889,642,327,313
661,77,584,1070,865,218919,dark,31.788,16.51,974.136712962963,605,285,279
661,77,584,1070,865,218920,dark,31.788,16.51,974.136712962963,605,285,279
595,67,528,903,757,218921,dark,44.485,-12.567,974.162824074074,623,248,240
592,66,526,837,705,218922,dark,51.163,-12.637,974.1828935185185,579,222,214
592,66,526,837,705,218923,dark,51.163,-12.637,974.1828935185185,579,222,214
609,65,544,1035,831,218924,dark,113.233,42.11,974.2108101851852,571,292,282
634,55,579,962,784,218925,dark,122.287,40.673,974.2308333333333,519,279,267
646,56,590,583,482,218926,dark,129.306,38.421,974.2525115740741,401,147,139
619,49,570,624,516,218927,dark,130.619,28.157,974.2672800925926,498,211,203
619,49,570,624,516,218928,dark,130.619,28.157,974.2672800925926,498,211,203
665,62,603,172,164,218929,dark,139.862,35.705,972.2974074074074,530,41,39
647,65,582,393,319,218930,dark,137.552,21.228,974.2958449074074,381,89,85
676,63,613,770,612,218931,dark,144.069,16.686,974.3137731481481,439,198,191
676,63,613,770,612,218932,dark,144.069,16.686,974.3137731481481,439,198,191
800,195,605,817,817,218933,bright,142.323,14.359,974.338599537037,376,229,229
800,195,605,817,817,218934,bright,142.323,14.359,974.338599537037,376,229,229
811,202,609,795,795,218935,bright,147.012,18.646,974.3605324074074,449,253,253
777,183,594,293,293,218936,bright,143.511,19.057,974.3675,345,119,119
651,47,604,804,636,218937,dark,157.665,14.142,974.3725115740741,469,205,201
639,44,595,609,498,218938,dark,161.92,15.896,974.3866203703703,442,192,182
689,90,599,100,100,218939,tertiary7,150.148,2.182,972.9253356481481,3998,0,0
655,68,587,427,357,218940,dark,167.46,-8.301,974.4161111111111,471,125,120
655,68,587,427,357,218941,dark,167.46,-8.301,974.4161111111111,471,125,120
661,51,610,496,414,218942,dark,175.527,-7.793,974.4478703703704,456,147,143
661,51,610,496,414,218943,dark,175.527,-7.793,974.4478703703704,456,147,143
638,37,601,747,573,218944,dark,183.274,10.887,974.4700462962963,471,217,197
627,38,589,312,246,218945,dark,186.934,10.544,974.4889351851851,420,97,69
642,37,605,679,519,218946,dark,192.46,10.106,974.5034375,411,178,159
635,48,587,487,403,218947,dark,195.789,12.419,974.5192939814815,438,153,147
634,25,609,277,239,218948,dark,201.204,7.37,974.534212962963,370,55,51
824,225,599,148,148,218949,bright,209.204,24.693,971.5613425925926,440,91,91
874,253,621,702,702,218950,bright,205.348,21.601,974.5534027777778,411,211,211
761,159,602,743,743,218951,bright,210.516,16.727,974.5579282407407,490,243,243
1655,869,786,3318,3318,219048,backup,25.024,5.271,975.0647106481481,0,0,0
746,152,594,438,438,219049,bright,15.845,20.237,975.0686574074074,347,160,160
797,200,597,836,835,219050,bright,19.266,16.951,975.077974537037,356,185,184
650,58,592,1017,830,219051,dark,17.18,17.148,975.0838078703704,634,286,280
647,79,568,690,559,219052,dark,22.379,20.458,975.1000462962963,462,180,175
687,77,610,754,632,219053,dark,27.261,20.292,975.1140625,489,208,205
660,53,607,1231,1001,219054,dark,36.786,17.456,975.1314814814815,572,345,336
660,53,607,1231,1001,219055,dark,36.786,17.456,975.1314814814815,572,345,336
591,58,533,956,776,219056,dark,53.133,-15.646,975.166875,658,295,288
591,58,533,956,776,219057,dark,53.133,-15.646,975.166875,658,295,288
638,61,577,1000,821,219058,dark,114.822,45.244,975.195925925926,568,283,278
686,103,583,609,491,219059,dark,118.244,47.654,975.2156018518518,440,158,155
682,84,598,941,740,219060,dark,125.257,44.192,975.2336574074075,514,221,211
682,84,598,941,740,219061,dark,125.257,44.192,975.2336574074075,514,221,211
641,47,594,215,191,219062,dark,135.126,36.687,975.2610185185185,467,53,51
641,47,594,215,191,219063,dark,135.126,36.687,975.2610185185185,467,53,51
651,74,577,457,457,219064,bright,127.207,22.237,975.298449074074,331,197,197
662,99,563,456,456,219065,bright,131.328,23.588,975.3070023148148,344,158,158
730,127,603,451,451,219066,bright,135.074,20.327,964.3579398148148,380,160,160
697,136,561,458,458,219067,bright,134.971,23.682,975.3235185185185,347,148,148
837,213,624,767,767,219068,bright,138.612,23.596,975.3405092592593,374,228,228
817,215,602,440,440,219069,bright,142.243,23.358,975.3514236111112,373,150,150
807,219,588,127,127,219070,bright,145.848,22.973,975.3589699074074,345,74,74
664,41,623,412,347,219071,dark,158.033,17.84,975.3665625,410,117,116
694,45,649,257,225,219072,dark,161.861,20.812,975.385625,388,62,61
890,271,619,692,692,219073,bright,156.84,26.222,975.4010763888889,422,206,206
870,278,592,420,420,219074,bright,161.603,22.212,975.4136689814815,416,141,141
826,215,611,456,456,219075,bright,172.456,18.907,969.4666898148148,483,164,164
800,191,609,907,907,219076,bright,161.484,17.28,975.4292476851851,496,258,258
869,251,618,1011,1010,219077,bright,167.709,22.691,975.4395949074074,495,285,284
849,240,609,573,572,219078,bright,171.248,22.048,975.4465162037037,447,180,180
655,44,611,207,178,219079,dark,177.966,16.326,975.4532060185185,503,51,47
621,36,585,287,249,219080,dark,182.767,14.322,975.4701041666667,382,91,82
633,48,585,233,197,219081,dark,186.643,14.937,975.4850925925925,482,77,64
624,32,592,256,188,219082,dark,190.711,13.084,975.4972106481481,447,72,44
677,44,633,189,168,219083,dark,194.64,15.669,975.5115393518519,549,33,33
608,44,564,334,263,219084,dark,199.168,11.939,975.5281018518518,400,89,79
661,42,619,443,357,219085,dark,207.113,7.918,975.5471990740741,358,115,110
812,222,590,497,497,219086,bright,209.459,19.91,969.5540625,446,190,190
766,153,613,639,639,219087,bright,213.926,16.064,975.5610532407408,451,273,273
693,111,582,549,548,219184,bright,21.748,29.372,976.0686805555556,347,208,208
709,120,589,386,386,219185,bright,23.305,26.28,976.0776273148148,285,121,121
720,139,581,346,346,219186,bright,25.21,22.02,976.0843171296297,305,86,86
719,111,608,851,696,219187,dark,26.15,23.463,976.0906712962963,578,240,231
719,111,608,851,696,219188,dark,26.15,23.463,976.0906712962963,578,240,231
663,77,586,1481,1244,219189,dark,36.865,21.923,976.1194097222223,719,426,417
663,77,586,1481,1244,219190,dark,36.865,21.923,976.1194097222223,719,426,417
663,77,586,1481,1244,219191,dark,36.865,21.923,976.1194097222223,719,426,417
645,76,569,1254,1035,219192,dark,35.549,27.511,976.1553356481481,691,378,367
645,76,569,1254,1035,219193,dark,35.549,27.511,976.1553356481481,691,378,367
602,71,531,263,214,219194,dark,103.503,52.13,976.179675925926,631,60,60
609,67,542,550,428,219195,dark,108.477,48.735,976.1964467592593,507,132,124
694,117,577,502,400,219196,dark,114.534,50.054,976.2133101851852,509,136,132
657,59,598,253,217,219197,dark,119.033,51.805,976.2281828703703,581,71,65
694,90,604,277,238,219198,dark,125.314,47.99,976.2411111111111,497,80,70
658,48,610,733,606,219199,dark,125.612,34.739,976.2526967592593,503,203,196
646,69,577,419,360,219200,dark,134.404,28.259,976.2657870370371,389,114,110
631,53,578,674,517,219201,dark,132.98,22.273,976.2783680555556,414,154,151
676,63,613,770,612,219202,dark,144.069,16.686,974.3137731481481,439,198,191
645,53,592,626,494,219203,dark,141.05,18.626,976.2985300925926,463,172,167
664,52,612,301,246,219204,dark,144.7,20.952,976.3137037037037,457,75,71
651,58,593,158,148,219205,dark,147.994,22.235,976.3260069444444,589,29,27
637,46,591,311,263,219206,dark,151.535,21.644,976.3400347222222,398,73,71
624,43,581,177,165,219207,dark,155.042,20.961,976.3517824074074,562,41,37
624,43,581,177,165,219208,dark,155.042,20.961,976.3517824074074,562,41,37
694,45,649,257,225,219209,dark,161.861,20.812,975.385625,388,62,61
667,38,629,257,234,219210,dark,165.579,17.391,976.3924537037037,425,78,73
636,36,600,347,300,219211,dark,168.916,14.874,976.4112731481481,418,101,99
618,40,578,414,333,219212,dark,173.341,14.173,976.4287037037037,387,122,117
670,43,627,216,184,219213,dark,174.875,18.646,976.4456018518518,459,50,46
668,54,614,272,232,219214,dark,181.797,17.527,976.4601851851852,437,77,76
662,57,605,141,137,219215,dark,188.154,22.862,976.4737962962963,617,25,25
653,48,605,122,119,219216,dark,188.613,17.689,976.4861574074074,718,19,17
649,37,612,152,146,219217,dark,193.131,18.584,976.498275462963,645,44,42
598,33,565,830,635,219218,dark,191.443,-5.853,976.5098958333333,509,254,229
619,39,580,485,393,219219,dark,195.438,-7.601,976.5253935185185,444,165,152
661,42,619,443,357,219220,dark,207.113,7.918,975.5471990740741,358,115,110
766,153,613,639,639,219221,bright,213.926,16.064,975.5610532407408,451,273,273
748,203,545,289,288,219222,bright,212.935,19.265,976.5575231481481,392,129,128
831,298,533,1376,1374,219356,bright,48.794,-13.706,967.228136574074,473,299,299
590,71,519,203,183,219357,dark,50.153,-17.513,977.1527662037037,643,47,43
623,93,530,619,492,219358,dark,101.541,59.006,977.1741087962963,543,144,139
595,62,533,178,164,219359,dark,105.388,56.312,977.1873726851852,663,40,38
637,80,557,265,224,219360,dark,110.983,53.929,977.198125,517,63,62
670,72,598,138,135,219361,dark,116.5,54.835,977.2099074074074,728,34,32
669,90,579,210,182,219362,dark,121.723,56.675,977.2208680555556,547,57,49
660,70,590,224,194,219363,dark,125.522,54.003,977.2312731481481,595,66,61
